ANIO,MES,PROVINCIA,DISTRITO,TIPO_DELITO,NIVEL_RIESGO_REAL,NIVEL_RIESGO_PREDICHO,TASA_REAL,TASA_PREDICHA,DELITOS_ESTIMADOS
2026,4,PACASMAYO,PACASMAYO,Violencia contra la mujer e integrantes,ALTO,ALTO,7.021,7.883386503750556,25
2026,4,ASCOPE,PAIJAN,Extorsión,MEDIO,MEDIO,3.16,2.798118088591786,8
2026,4,ASCOPE,PAIJAN,Hurto,BAJO,MEDIO,0.702,2.7441887282300255,8
2026,4,ASCOPE,PAIJAN,Violencia contra la mujer e integrantes,MEDIO,MEDIO,2.107,4.88843777175106,14
2026,4,PATAZ,PARCOY,Hurto,BAJO,BAJO,0.391,1.143265069531538,3
2026,4,PATAZ,PATAZ,Extorsión,BAJO,BAJO,2.092,1.4265530655706242,1
2026,4,PATAZ,PATAZ,Hurto,BAJO,BAJO,2.092,4.182147503841281,4
2026,4,PATAZ,PATAZ,Secuestro,BAJO,BAJO,1.046,1.2198506971488896,1
2026,4,PATAZ,PATAZ,Violencia contra la mujer e integrantes,BAJO,BAJO,3.138,4.404428580859081,4
2026,4,CHEPEN,PUEBLO NUEVO,Extorsión,BAJO,BAJO,1.911,1.0303395942228635,2
2026,4,CHEPEN,PUEBLO NUEVO,Hurto,BAJO,BAJO,0.637,1.8804551502320763,3
2026,4,CHEPEN,PUEBLO NUEVO,Robo,MEDIO,BAJO,3.821,1.9681130718082829,3
2026,4,CHEPEN,PUEBLO NUEVO,Violencia contra la mujer e integrantes,MEDIO,MEDIO,5.095,7.547691881681432,12
2026,4,ASCOPE,RAZURI,Hurto,BAJO,BAJO,2.019,1.8850245085149135,2
2026,4,TRUJILLO,SALAVERRY,Estafa,BAJO,MEDIO,1.385,1.4304289980212774,3
2026,4,TRUJILLO,SALAVERRY,Extorsión,MEDIO,BAJO,2.308,0.9930176998647204,2
2026,4,TRUJILLO,SALAVERRY,Hurto,MEDIO,MEDIO,3.231,4.3043555167645176,9
