ANIO,MES,PROVINCIA,DISTRITO,TIPO_DELITO,POBLACION,DENSIDAD_POB,LAG_1,LAG_3,PROMEDIO_MOVIL_3M,VAR_INTERANUAL,CANTIDAD_DELITOS,TASA_DELITOS_10K,NIVEL_RIESGO
2022,1,OTUZCO,AGALLPAMPA,Hurto,9471,36.6,1,1,0.67,1,1,1.056,BAJO
2022,1,ASCOPE,ASCOPE,Extorsión,6577,22.6,1,1,1.33,1,1,1.52,BAJO
2022,1,ASCOPE,ASCOPE,Hurto,6577,22.6,1,0,0.33,1,2,3.041,BAJO
2022,1,ASCOPE,ASCOPE,Violencia contra la mujer e integrantes,6577,22.6,3,2,3.0,2,4,6.082,MEDIO
2022,1,SANTIAGO DE CHUCO,CACHICADAN,Estafa,7335,27.4,0,0,0.0,1,1,1.363,BAJO
2022,1,SANTIAGO DE CHUCO,CACHICADAN,Violencia contra la mujer e integrantes,7335,27.4,0,1,1.0,1,2,2.727,BAJO
2022,1,JULCAN,CALAMARCA,Hurto,4823,16.4,0,0,0.0,2,2,4.147,BAJO
2022,1,JULCAN,CARABAMBA,Hurto,6009,22.4,0,0,0.0,0,1,1.664,BAJO
2022,1,JULCAN,CARABAMBA,Violencia contra la mujer e integrantes,6009,22.4,1,7,4.33,1,1,1.664,BAJO
2022,1,ASCOPE,CASA GRANDE,Estafa,31445,51.0,0,1,0.67,1,2,0.636,BAJO
2022,1,ASCOPE,CASA GRANDE,Extorsión,31445,51.0,7,5,6.33,4,8,2.544,MEDIO
2022,1,ASCOPE,CASA GRANDE,Hurto,31445,51.0,13,4,6.67,3,5,1.59,MEDIO
2022,1,ASCOPE,CASA GRANDE,Robo,31445,51.0,12,22,14.0,2,13,4.134,MEDIO
2022,1,ASCOPE,CASA GRANDE,Violencia contra la mujer e integrantes,31445,51.0,12,18,16.67,3,23,7.314,ALTO
2022,1,GRAN CHIMU,CASCAS,Estafa,12961,13.2,0,1,0.33,0,1,0.772,BAJO
2022,1,GRAN CHIMU,CASCAS,Hurto,12961,13.2,2,1,1.33,0,1,0.772,BAJO
2022,1,GRAN CHIMU,CASCAS,Violencia contra la mujer e integrantes,12961,13.2,4,3,3.67,-4,4,3.086,MEDIO
2022,1,VIRU,CHAO,Estafa,46748,27.3,3,4,2.33,-1,1,0.214,BAJO
2022,1,VIRU,CHAO,Hurto,46748,27.3,26,23,26.0,36,39,8.343,ALTO
2022,1,VIRU,CHAO,Robo,46748,27.3,26,15,18.67,6,10,2.139,MEDIO
2022,1,VIRU,CHAO,Violencia contra la mujer e integrantes,46748,27.3,19,47,29.67,-40,21,4.492,ALTO
2022,1,OTUZCO,CHARAT,Robo,2628,39.9,0,1,0.33,0,1,3.805,BAJO
2022,1,OTUZCO,CHARAT,Violencia contra la mujer e integrantes,2628,39.9,1,1,1.0,1,1,3.805,BAJO
2022,1,CHEPEN,CHEPEN,Estafa,51040,177.6,4,2,3.0,3,4,0.784,MEDIO
2022,1,CHEPEN,CHEPEN,Extorsión,51040,177.6,6,3,4.67,-1,3,0.588,BAJO
2022,1,CHEPEN,CHEPEN,Hurto,51040,177.6,17,18,17.67,8,22,4.31,ALTO
2022,1,CHEPEN,CHEPEN,Robo,51040,177.6,23,33,26.0,15,26,5.094,ALTO
2022,1,CHEPEN,CHEPEN,Violencia contra la mujer e integrantes,51040,177.6,37,31,34.33,-3,28,5.486,ALTO
2022,1,ASCOPE,CHICAMA,Estafa,16518,18.4,1,1,0.67,1,1,0.605,BAJO
2022,1,ASCOPE,CHICAMA,Extorsión,16518,18.4,0,0,0.0,2,2,1.211,BAJO
2022,1,ASCOPE,CHICAMA,Hurto,16518,18.4,3,4,4.0,1,3,1.816,BAJO
2022,1,ASCOPE,CHICAMA,Violencia contra la mujer e integrantes,16518,18.4,7,6,7.67,3,6,3.632,MEDIO
2022,1,PATAZ,CHILLIA,Violencia contra la mujer e integrantes,13239,41.3,5,2,3.33,0,1,0.755,BAJO
2022,1,ASCOPE,CHOCOPE,Extorsión,9519,94.9,0,2,1.0,3,3,3.152,BAJO
2022,1,ASCOPE,CHOCOPE,Hurto,9519,94.9,6,3,4.67,1,3,3.152,BAJO
2022,1,ASCOPE,CHOCOPE,Robo,9519,94.9,0,2,1.0,1,3,3.152,BAJO
2022,1,ASCOPE,CHOCOPE,Violencia contra la mujer e integrantes,9519,94.9,2,3,2.0,-6,3,3.152,BAJO
2022,1,SANCHEZ CARRION,COCHORCO,Hurto,9474,36.5,0,0,0.0,1,1,1.056,BAJO
2022,1,TRUJILLO,EL PORVENIR,Estafa,208231,5673.9,5,8,6.0,8,11,0.528,MEDIO
2022,1,TRUJILLO,EL PORVENIR,Extorsión,208231,5673.9,20,14,19.33,17,27,1.297,ALTO
2022,1,TRUJILLO,EL PORVENIR,Hurto,208231,5673.9,30,38,35.67,21,45,2.161,ALTO
2022,1,TRUJILLO,EL PORVENIR,Robo,208231,5673.9,24,51,37.67,2,31,1.489,ALTO
2022,1,TRUJILLO,EL PORVENIR,Violencia contra la mujer e integrantes,208231,5673.9,96,85,96.67,8,120,5.763,ALTO
2022,1,TRUJILLO,FLORENCIA DE MORA,Estafa,36706,18445.2,1,4,2.0,1,2,0.545,BAJO
2022,1,TRUJILLO,FLORENCIA DE MORA,Extorsión,36706,18445.2,5,3,4.67,1,3,0.817,BAJO
2022,1,TRUJILLO,FLORENCIA DE MORA,Hurto,36706,18445.2,37,41,41.33,-17,35,9.535,ALTO
2022,1,TRUJILLO,FLORENCIA DE MORA,Robo,36706,18445.2,15,13,13.33,7,18,4.904,ALTO
2022,1,TRUJILLO,FLORENCIA DE MORA,Violencia contra la mujer e integrantes,36706,18445.2,27,33,30.67,12,40,10.897,ALTO
2022,1,PACASMAYO,GUADALUPE,Estafa,46836,192.4,4,6,4.67,1,2,0.427,BAJO
2022,1,PACASMAYO,GUADALUPE,Extorsión,46836,192.4,1,6,3.33,5,6,1.281,MEDIO
2022,1,PACASMAYO,GUADALUPE,Hurto,46836,192.4,17,12,12.67,4,11,2.349,MEDIO
2022,1,PACASMAYO,GUADALUPE,Robo,46836,192.4,20,7,12.67,7,19,4.057,ALTO
2022,1,PACASMAYO,GUADALUPE,Violencia contra la mujer e integrantes,46836,192.4,34,27,27.67,-4,33,7.046,ALTO
2022,1,VIRU,GUADALUPITO,Extorsión,6844,17.6,0,0,0.67,0,1,1.461,BAJO
2022,1,VIRU,GUADALUPITO,Robo,6844,17.6,2,6,4.33,2,3,4.383,BAJO
2022,1,SANCHEZ CARRION,HUAMACHUCO,Estafa,68248,160.9,6,5,3.67,0,4,0.586,MEDIO
2022,1,SANCHEZ CARRION,HUAMACHUCO,Extorsión,68248,160.9,0,0,0.0,2,2,0.293,BAJO
2022,1,SANCHEZ CARRION,HUAMACHUCO,Hurto,68248,160.9,17,12,16.0,5,14,2.051,MEDIO
2022,1,SANCHEZ CARRION,HUAMACHUCO,Robo,68248,160.9,6,4,4.0,3,5,0.733,MEDIO
2022,1,SANCHEZ CARRION,HUAMACHUCO,Secuestro,68248,160.9,1,0,0.33,3,3,0.44,BAJO
2022,1,SANCHEZ CARRION,HUAMACHUCO,Violencia contra la mujer e integrantes,68248,160.9,40,33,35.67,34,45,6.594,ALTO
2022,1,PATAZ,HUANCASPATA,Violencia contra la mujer e integrantes,6236,20.6,0,0,0.0,0,1,1.604,BAJO
2022,1,TRUJILLO,HUANCHACO,Estafa,81248,243.3,1,0,1.67,1,2,0.246,BAJO
2022,1,TRUJILLO,HUANCHACO,Extorsión,81248,243.3,2,4,4.0,8,8,0.985,MEDIO
2022,1,TRUJILLO,HUANCHACO,Hurto,81248,243.3,31,27,27.33,0,26,3.2,ALTO
2022,1,TRUJILLO,HUANCHACO,Robo,81248,243.3,20,12,15.33,-3,7,0.862,MEDIO
2022,1,TRUJILLO,HUANCHACO,Violencia contra la mujer e integrantes,81248,243.3,41,37,42.0,-20,50,6.154,ALTO
2022,1,PATAZ,HUAYLILLAS,Hurto,3608,28.0,0,0,0.33,1,1,2.772,BAJO
2022,1,PACASMAYO,JEQUETEPEQUE,Extorsión,3905,78.3,0,0,0.0,1,1,2.561,BAJO
2022,1,PACASMAYO,JEQUETEPEQUE,Hurto,3905,78.3,0,2,0.67,4,4,10.243,MEDIO
2022,1,PACASMAYO,JEQUETEPEQUE,Robo,3905,78.3,0,0,0.0,2,2,5.122,BAJO
2022,1,JULCAN,JULCAN,Hurto,10301,49.5,0,0,0.33,1,2,1.942,BAJO
2022,1,JULCAN,JULCAN,Robo,10301,49.5,0,0,0.0,1,1,0.971,BAJO
2022,1,TRUJILLO,LA ESPERANZA,Estafa,200834,10774.4,11,11,11.67,4,14,0.697,MEDIO
2022,1,TRUJILLO,LA ESPERANZA,Extorsión,200834,10774.4,19,13,16.33,12,20,0.996,ALTO
2022,1,TRUJILLO,LA ESPERANZA,Hurto,200834,10774.4,76,85,71.0,29,89,4.432,ALTO
2022,1,TRUJILLO,LA ESPERANZA,Robo,200834,10774.4,71,51,61.33,44,70,3.485,ALTO
2022,1,TRUJILLO,LA ESPERANZA,Secuestro,200834,10774.4,0,1,0.33,2,2,0.1,BAJO
2022,1,TRUJILLO,LA ESPERANZA,Violencia contra la mujer e integrantes,200834,10774.4,82,82,77.67,-52,92,4.581,ALTO
2022,1,TRUJILLO,LAREDO,Estafa,39104,116.6,1,4,2.33,0,1,0.256,BAJO
2022,1,TRUJILLO,LAREDO,Extorsión,39104,116.6,3,2,2.33,3,4,1.023,MEDIO
2022,1,TRUJILLO,LAREDO,Hurto,39104,116.6,14,10,13.0,14,18,4.603,ALTO
2022,1,TRUJILLO,LAREDO,Robo,39104,116.6,13,17,13.33,14,16,4.092,ALTO
2022,1,TRUJILLO,LAREDO,Violencia contra la mujer e integrantes,39104,116.6,28,31,30.0,5,26,6.649,ALTO
2022,1,OTUZCO,MACHE,Extorsión,2773,74.3,0,0,0.0,1,1,3.606,BAJO
2022,1,ASCOPE,MAGDALENA DE CAO,Violencia contra la mujer e integrantes,3314,19.9,0,1,0.33,1,1,3.018,BAJO
2022,1,SANCHEZ CARRION,MARCABAL,Violencia contra la mujer e integrantes,16950,72.6,1,0,2.0,4,4,2.36,MEDIO
2022,1,TRUJILLO,MOCHE,Estafa,40329,1597.2,2,0,1.0,0,2,0.496,BAJO
2022,1,TRUJILLO,MOCHE,Extorsión,40329,1597.2,4,1,2.0,1,3,0.744,BAJO
2022,1,TRUJILLO,MOCHE,Hurto,40329,1597.2,19,14,19.0,2,13,3.223,MEDIO
2022,1,TRUJILLO,MOCHE,Robo,40329,1597.2,8,5,7.67,6,9,2.232,MEDIO
2022,1,TRUJILLO,MOCHE,Violencia contra la mujer e integrantes,40329,1597.2,27,30,25.67,1,31,7.687,ALTO
2022,1,OTUZCO,OTUZCO,Estafa,25386,57.2,0,0,0.0,3,3,1.182,BAJO
2022,1,OTUZCO,OTUZCO,Hurto,25386,57.2,0,6,3.0,0,1,0.394,BAJO
2022,1,OTUZCO,OTUZCO,Robo,25386,57.2,1,2,2.67,2,3,1.182,BAJO
2022,1,OTUZCO,OTUZCO,Violencia contra la mujer e integrantes,25386,57.2,7,8,7.0,1,6,2.364,MEDIO
2022,1,CHEPEN,PACANGA,Hurto,25470,43.6,4,4,6.67,5,9,3.534,MEDIO
2022,1,CHEPEN,PACANGA,Robo,25470,43.6,10,5,6.33,11,12,4.711,MEDIO
2022,1,CHEPEN,PACANGA,Violencia contra la mujer e integrantes,25470,43.6,44,44,33.0,-1,26,10.208,ALTO
2022,1,PACASMAYO,PACASMAYO,Estafa,30351,984.1,3,2,2.0,1,3,0.988,BAJO
2022,1,PACASMAYO,PACASMAYO,Extorsión,30351,984.1,6,9,6.0,5,6,1.977,MEDIO
2022,1,PACASMAYO,PACASMAYO,Hurto,30351,984.1,4,16,11.0,2,9,2.965,MEDIO
2022,1,PACASMAYO,PACASMAYO,Robo,30351,984.1,5,8,7.33,3,7,2.306,MEDIO
2022,1,PACASMAYO,PACASMAYO,Violencia contra la mujer e integrantes,30351,984.1,25,22,24.0,-2,17,5.601,ALTO
2022,1,ASCOPE,PAIJAN,Extorsión,27156,171.0,6,4,4.67,3,3,1.105,BAJO
2022,1,ASCOPE,PAIJAN,Hurto,27156,171.0,4,2,3.0,0,4,1.473,MEDIO
2022,1,ASCOPE,PAIJAN,Robo,27156,171.0,5,5,6.0,3,5,1.841,MEDIO
2022,1,ASCOPE,PAIJAN,Violencia contra la mujer e integrantes,27156,171.0,18,12,13.33,1,17,6.26,ALTO
2022,1,PATAZ,PARCOY,Hurto,24085,79.2,6,7,6.0,6,8,3.322,MEDIO
2022,1,PATAZ,PARCOY,Violencia contra la mujer e integrantes,24085,79.2,7,6,5.67,0,2,0.83,BAJO
2022,1,PATAZ,PATAZ,Hurto,9187,20.3,6,18,9.67,5,7,7.619,MEDIO
2022,1,PATAZ,PATAZ,Robo,9187,20.3,1,0,0.33,2,2,2.177,BAJO
2022,1,PATAZ,PATAZ,Violencia contra la mujer e integrantes,9187,20.3,3,2,2.0,1,1,1.088,BAJO
2022,1,TRUJILLO,POROTO,Robo,3069,11.1,0,0,0.0,1,1,3.258,BAJO
2022,1,CHEPEN,PUEBLO NUEVO,Extorsión,15089,55.8,0,1,0.33,1,1,0.663,BAJO
2022,1,CHEPEN,PUEBLO NUEVO,Hurto,15089,55.8,3,5,3.0,0,1,0.663,BAJO
2022,1,CHEPEN,PUEBLO NUEVO,Violencia contra la mujer e integrantes,15089,55.8,9,10,9.0,1,9,5.965,MEDIO
2022,1,SANTIAGO DE CHUCO,QUIRUVILCA,Hurto,11255,20.5,4,3,4.67,2,4,3.554,MEDIO
2022,1,SANTIAGO DE CHUCO,QUIRUVILCA,Violencia contra la mujer e integrantes,11255,20.5,2,2,2.67,-1,3,2.665,BAJO
2022,1,ASCOPE,RAZURI,Extorsión,9519,31.4,0,1,0.33,2,2,2.101,BAJO
2022,1,ASCOPE,RAZURI,Hurto,9519,31.4,2,2,2.0,2,3,3.152,BAJO
2022,1,ASCOPE,RAZURI,Violencia contra la mujer e integrantes,9519,31.4,4,2,2.67,3,4,4.202,MEDIO
2022,1,TRUJILLO,SALAVERRY,Extorsión,20016,51.3,0,1,0.67,2,2,0.999,BAJO
2022,1,TRUJILLO,SALAVERRY,Hurto,20016,51.3,7,15,11.0,-1,5,2.498,MEDIO
2022,1,TRUJILLO,SALAVERRY,Robo,20016,51.3,3,6,4.33,3,3,1.499,BAJO
2022,1,TRUJILLO,SALAVERRY,Violencia contra la mujer e integrantes,20016,51.3,21,15,15.67,-8,16,7.994,ALTO
2022,1,OTUZCO,SALPO,Robo,5841,30.3,0,0,0.0,1,1,1.712,BAJO
2022,1,PACASMAYO,SAN JOSE,Extorsión,12700,71.2,0,1,0.67,1,1,0.787,BAJO
2022,1,PACASMAYO,SAN JOSE,Hurto,12700,71.2,2,0,1.67,1,6,4.724,MEDIO
2022,1,PACASMAYO,SAN JOSE,Robo,12700,71.2,4,3,3.33,4,6,4.724,MEDIO
2022,1,PACASMAYO,SAN JOSE,Violencia contra la mujer e integrantes,12700,71.2,2,4,2.67,0,6,4.724,MEDIO
2022,1,PACASMAYO,SAN PEDRO DE LLOC,Estafa,16936,24.2,1,0,0.33,0,1,0.59,BAJO
2022,1,PACASMAYO,SAN PEDRO DE LLOC,Extorsión,16936,24.2,0,4,2.33,1,1,0.59,BAJO
2022,1,PACASMAYO,SAN PEDRO DE LLOC,Hurto,16936,24.2,8,8,10.0,4,6,3.543,MEDIO
2022,1,PACASMAYO,SAN PEDRO DE LLOC,Robo,16936,24.2,6,10,8.67,-1,3,1.771,BAJO
2022,1,PACASMAYO,SAN PEDRO DE LLOC,Violencia contra la mujer e integrantes,16936,24.2,9,16,12.67,1,15,8.857,MEDIO
2022,1,SANCHEZ CARRION,SANAGORAN,Violencia contra la mujer e integrantes,15392,47.5,0,2,0.67,2,2,1.299,BAJO
2022,1,ASCOPE,SANTIAGO DE CAO,Estafa,19957,164.4,3,1,1.33,1,2,1.002,BAJO
2022,1,ASCOPE,SANTIAGO DE CAO,Extorsión,19957,164.4,3,0,1.0,1,2,1.002,BAJO
2022,1,ASCOPE,SANTIAGO DE CAO,Hurto,19957,164.4,3,7,4.33,10,11,5.512,MEDIO
2022,1,ASCOPE,SANTIAGO DE CAO,Robo,19957,164.4,3,5,3.67,5,7,3.508,MEDIO
2022,1,ASCOPE,SANTIAGO DE CAO,Violencia contra la mujer e integrantes,19957,164.4,4,11,6.67,-9,9,4.51,MEDIO
2022,1,PATAZ,SANTIAGO DE CHALLAS,Estafa,2387,18.4,0,0,0.0,1,1,4.189,BAJO
2022,1,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,Extorsión,21227,19.8,0,0,0.0,1,1,0.471,BAJO
2022,1,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,Violencia contra la mujer e integrantes,21227,19.8,5,6,4.33,-5,4,1.884,MEDIO
2022,1,SANCHEZ CARRION,SARIN,Estafa,9752,28.7,0,0,0.0,1,1,1.025,BAJO
2022,1,SANCHEZ CARRION,SARIN,Robo,9752,28.7,0,0,0.0,1,1,1.025,BAJO
2022,1,SANCHEZ CARRION,SARIN,Violencia contra la mujer e integrantes,9752,28.7,8,4,4.0,2,2,2.051,BAJO
2022,1,TRUJILLO,SIMBAL,Violencia contra la mujer e integrantes,4210,10.8,1,2,1.0,1,1,2.375,BAJO
2022,1,OTUZCO,SINSICAP,Violencia contra la mujer e integrantes,8280,18.3,3,0,1.0,2,3,3.623,BAJO
2022,1,SANTIAGO DE CHUCO,SITABAMBA,Violencia contra la mujer e integrantes,3074,10.8,0,0,0.0,1,1,3.253,BAJO
2022,1,PATAZ,TAYABAMBA,Hurto,14248,41.8,0,2,0.67,3,4,2.807,MEDIO
2022,1,PATAZ,TAYABAMBA,Violencia contra la mujer e integrantes,14248,41.8,9,9,7.67,-5,5,3.509,MEDIO
2022,1,TRUJILLO,TRUJILLO,Estafa,322892,8203.6,55,48,58.67,12,57,1.765,ALTO
2022,1,TRUJILLO,TRUJILLO,Extorsión,322892,8203.6,18,19,21.33,27,36,1.115,ALTO
2022,1,TRUJILLO,TRUJILLO,Hurto,322892,8203.6,243,203,215.0,71,207,6.411,ALTO
2022,1,TRUJILLO,TRUJILLO,Robo,322892,8203.6,154,92,117.67,73,133,4.119,ALTO
2022,1,TRUJILLO,TRUJILLO,Secuestro,322892,8203.6,2,0,1.33,0,1,0.031,BAJO
2022,1,TRUJILLO,TRUJILLO,Violencia contra la mujer e integrantes,322892,8203.6,198,207,205.0,-18,200,6.194,ALTO
2022,1,OTUZCO,USQUIL,Hurto,25618,57.5,0,1,0.33,1,1,0.39,BAJO
2022,1,OTUZCO,USQUIL,Violencia contra la mujer e integrantes,25618,57.5,1,3,2.0,-4,1,0.39,BAJO
2022,1,TRUJILLO,VICTOR LARCO HERRERA,Extorsión,73800,4095.4,1,1,1.67,6,6,0.813,MEDIO
2022,1,TRUJILLO,VICTOR LARCO HERRERA,Hurto,73800,4095.4,9,15,10.0,-1,13,1.762,MEDIO
2022,1,TRUJILLO,VICTOR LARCO HERRERA,Robo,73800,4095.4,2,6,3.67,4,6,0.813,MEDIO
2022,1,TRUJILLO,VICTOR LARCO HERRERA,Violencia contra la mujer e integrantes,73800,4095.4,22,21,21.33,-12,18,2.439,ALTO
2022,1,VIRU,VIRU,Estafa,78521,72.9,3,6,4.67,4,6,0.764,MEDIO
2022,1,VIRU,VIRU,Extorsión,78521,72.9,9,2,7.0,2,6,0.764,MEDIO
2022,1,VIRU,VIRU,Hurto,78521,72.9,12,14,16.33,2,13,1.656,MEDIO
2022,1,VIRU,VIRU,Robo,78521,72.9,24,15,18.67,0,20,2.547,ALTO
2022,1,VIRU,VIRU,Violencia contra la mujer e integrantes,78521,72.9,34,28,31.67,21,53,6.75,ALTO
2022,2,OTUZCO,AGALLPAMPA,Extorsión,9471,36.6,0,0,0.0,1,1,1.056,BAJO
2022,2,OTUZCO,AGALLPAMPA,Hurto,9471,36.6,1,0,0.67,-2,1,1.056,BAJO
2022,2,OTUZCO,AGALLPAMPA,Robo,9471,36.6,0,0,0.0,2,2,2.112,BAJO
2022,2,SANTIAGO DE CHUCO,ANGASMARCA,Hurto,7286,47.6,0,0,0.0,1,1,1.372,BAJO
2022,2,ASCOPE,ASCOPE,Robo,6577,22.6,0,1,0.67,-1,1,1.52,BAJO
2022,2,ASCOPE,ASCOPE,Violencia contra la mujer e integrantes,6577,22.6,4,4,3.67,0,2,3.041,BAJO
2022,2,PATAZ,BULDIBUYO,Violencia contra la mujer e integrantes,3506,23.8,0,0,0.33,-1,1,2.852,BAJO
2022,2,SANTIAGO DE CHUCO,CACHICADAN,Robo,7335,27.4,0,0,0.33,1,1,1.363,BAJO
2022,2,JULCAN,CARABAMBA,Violencia contra la mujer e integrantes,6009,22.4,1,5,2.33,1,1,1.664,BAJO
2022,2,ASCOPE,CASA GRANDE,Estafa,31445,51.0,2,1,1.0,-1,1,0.318,BAJO
2022,2,ASCOPE,CASA GRANDE,Extorsión,31445,51.0,8,7,7.33,6,9,2.862,MEDIO
2022,2,ASCOPE,CASA GRANDE,Hurto,31445,51.0,5,3,7.0,0,6,1.908,MEDIO
2022,2,ASCOPE,CASA GRANDE,Robo,31445,51.0,13,8,11.0,0,7,2.226,MEDIO
2022,2,ASCOPE,CASA GRANDE,Violencia contra la mujer e integrantes,31445,51.0,23,20,18.33,-1,22,6.996,ALTO
2022,2,GRAN CHIMU,CASCAS,Estafa,12961,13.2,1,0,0.33,1,1,0.772,BAJO
2022,2,GRAN CHIMU,CASCAS,Extorsión,12961,13.2,0,0,0.0,1,1,0.772,BAJO
2022,2,GRAN CHIMU,CASCAS,Hurto,12961,13.2,1,1,1.33,0,2,1.543,BAJO
2022,2,GRAN CHIMU,CASCAS,Violencia contra la mujer e integrantes,12961,13.2,4,4,4.0,-4,4,3.086,MEDIO
2022,2,VIRU,CHAO,Estafa,46748,27.3,1,0,1.33,2,3,0.642,BAJO
2022,2,VIRU,CHAO,Extorsión,46748,27.3,0,4,1.67,1,2,0.428,BAJO
2022,2,VIRU,CHAO,Hurto,46748,27.3,39,29,31.33,11,14,2.995,MEDIO
2022,2,VIRU,CHAO,Robo,46748,27.3,10,15,17.0,4,10,2.139,MEDIO
2022,2,VIRU,CHAO,Violencia contra la mujer e integrantes,46748,27.3,21,23,21.0,-15,30,6.417,ALTO
2022,2,OTUZCO,CHARAT,Violencia contra la mujer e integrantes,2628,39.9,1,1,1.0,2,2,7.61,BAJO
2022,2,CHEPEN,CHEPEN,Estafa,51040,177.6,4,3,3.67,-1,5,0.98,MEDIO
2022,2,CHEPEN,CHEPEN,Extorsión,51040,177.6,3,5,4.67,6,7,1.371,MEDIO
2022,2,CHEPEN,CHEPEN,Hurto,51040,177.6,22,18,19.0,0,21,4.114,ALTO
2022,2,CHEPEN,CHEPEN,Robo,51040,177.6,26,22,23.67,15,22,4.31,ALTO
2022,2,CHEPEN,CHEPEN,Violencia contra la mujer e integrantes,51040,177.6,28,35,33.33,-11,33,6.466,ALTO
2022,2,ASCOPE,CHICAMA,Hurto,16518,18.4,3,5,3.67,-1,2,1.211,BAJO
2022,2,ASCOPE,CHICAMA,Robo,16518,18.4,0,3,2.67,0,1,0.605,BAJO
2022,2,ASCOPE,CHICAMA,Violencia contra la mujer e integrantes,16518,18.4,6,10,7.67,-8,3,1.816,BAJO
2022,2,PATAZ,CHILLIA,Hurto,13239,41.3,0,0,0.0,1,2,1.511,BAJO
2022,2,ASCOPE,CHOCOPE,Extorsión,9519,94.9,3,1,1.33,1,1,1.051,BAJO
2022,2,ASCOPE,CHOCOPE,Hurto,9519,94.9,3,5,4.67,1,4,4.202,MEDIO
2022,2,ASCOPE,CHOCOPE,Robo,9519,94.9,3,1,1.33,1,2,2.101,BAJO
2022,2,ASCOPE,CHOCOPE,Violencia contra la mujer e integrantes,9519,94.9,3,1,2.0,0,2,2.101,BAJO
2022,2,SANCHEZ CARRION,CHUGAY,Robo,19036,45.7,0,0,0.67,1,1,0.525,BAJO
2022,2,SANCHEZ CARRION,COCHORCO,Violencia contra la mujer e integrantes,9474,36.5,0,0,0.0,1,1,1.056,BAJO
2022,2,GRAN CHIMU,COMPIN,Violencia contra la mujer e integrantes,2126,8.6,0,0,0.33,1,1,4.704,BAJO
2022,2,SANCHEZ CARRION,CURGOS,Hurto,8467,79.7,0,0,0.0,0,1,1.181,BAJO
2022,2,TRUJILLO,EL PORVENIR,Estafa,208231,5673.9,11,5,7.0,3,5,0.24,MEDIO
2022,2,TRUJILLO,EL PORVENIR,Extorsión,208231,5673.9,27,24,23.67,14,33,1.585,ALTO
2022,2,TRUJILLO,EL PORVENIR,Hurto,208231,5673.9,45,39,38.0,-22,26,1.249,ALTO
2022,2,TRUJILLO,EL PORVENIR,Robo,208231,5673.9,31,38,31.0,-33,29,1.393,ALTO
2022,2,TRUJILLO,EL PORVENIR,Violencia contra la mujer e integrantes,208231,5673.9,120,109,108.33,-6,108,5.187,ALTO
2022,2,TRUJILLO,FLORENCIA DE MORA,Estafa,36706,18445.2,2,1,1.33,2,2,0.545,BAJO
2022,2,TRUJILLO,FLORENCIA DE MORA,Extorsión,36706,18445.2,3,6,4.67,4,5,1.362,MEDIO
2022,2,TRUJILLO,FLORENCIA DE MORA,Hurto,36706,18445.2,35,46,39.33,-3,34,9.263,ALTO
2022,2,TRUJILLO,FLORENCIA DE MORA,Robo,36706,18445.2,18,12,15.0,2,8,2.179,MEDIO
2022,2,TRUJILLO,FLORENCIA DE MORA,Violencia contra la mujer e integrantes,36706,18445.2,40,32,33.0,-2,37,10.08,ALTO
2022,2,PACASMAYO,GUADALUPE,Extorsión,46836,192.4,6,3,3.33,2,3,0.641,BAJO
2022,2,PACASMAYO,GUADALUPE,Hurto,46836,192.4,11,9,12.33,2,10,2.135,MEDIO
2022,2,PACASMAYO,GUADALUPE,Robo,46836,192.4,19,11,16.67,5,14,2.989,MEDIO
2022,2,PACASMAYO,GUADALUPE,Violencia contra la mujer e integrantes,46836,192.4,33,22,29.67,-9,29,6.192,ALTO
2022,2,VIRU,GUADALUPITO,Hurto,6844,17.6,0,3,1.33,2,3,4.383,BAJO
2022,2,VIRU,GUADALUPITO,Robo,6844,17.6,3,5,3.33,7,7,10.228,MEDIO
2022,2,VIRU,GUADALUPITO,Violencia contra la mujer e integrantes,6844,17.6,0,2,1.67,-1,2,2.922,BAJO
2022,2,SANCHEZ CARRION,HUAMACHUCO,Estafa,68248,160.9,4,0,3.33,1,5,0.733,MEDIO
2022,2,SANCHEZ CARRION,HUAMACHUCO,Hurto,68248,160.9,14,19,16.67,6,11,1.612,MEDIO
2022,2,SANCHEZ CARRION,HUAMACHUCO,Robo,68248,160.9,5,2,4.33,4,5,0.733,MEDIO
2022,2,SANCHEZ CARRION,HUAMACHUCO,Secuestro,68248,160.9,3,0,1.33,0,2,0.293,BAJO
2022,2,SANCHEZ CARRION,HUAMACHUCO,Violencia contra la mujer e integrantes,68248,160.9,45,34,39.67,3,28,4.103,ALTO
2022,2,PATAZ,HUANCASPATA,Estafa,6236,20.6,0,0,0.0,1,1,1.604,BAJO
2022,2,TRUJILLO,HUANCHACO,Extorsión,81248,243.3,8,6,5.33,1,3,0.369,BAJO
2022,2,TRUJILLO,HUANCHACO,Hurto,81248,243.3,26,24,27.0,10,36,4.431,ALTO
2022,2,TRUJILLO,HUANCHACO,Robo,81248,243.3,7,14,13.67,7,11,1.354,MEDIO
2022,2,TRUJILLO,HUANCHACO,Secuestro,81248,243.3,0,1,0.33,1,1,0.123,BAJO
2022,2,TRUJILLO,HUANCHACO,Violencia contra la mujer e integrantes,81248,243.3,50,48,46.33,15,51,6.277,ALTO
